Country_origen;Year;Quantity;Import;Type;Valor_euro
Indonesia;2018;21810;Germany;Otros productos con cacao;36720
Italy;2018;22982;Germany;Otros productos con cacao;68180
Other;2018;1180000;Germany;Otros productos con cacao;817217
Netherlands;2018;251403;Germany;Otros productos con cacao;375861
Switzerland;2018;9618;Germany;Otros productos con cacao;46435
Other;2018;622400;Germany;Manteca, grasa y aceite de cacao;2793638
Austria;2018;171311;Germany;Manteca, grasa y aceite de cacao;906064
Belgium;2018;963486;Germany;Manteca, grasa y aceite de cacao;6880836
Other;2018;100050;Germany;Manteca, grasa y aceite de cacao;696050
Bulgaria;2018;47;Germany;Manteca, grasa y aceite de cacao;419
Other;2018;217;Germany;Manteca, grasa y aceite de cacao;929
China;2018;900000;Germany;Manteca, grasa y aceite de cacao;4724092
Colombia;2018;1353550;Germany;Manteca, grasa y aceite de cacao;6855664
Ivory Coast;2018;9324554;Germany;Manteca, grasa y aceite de cacao;43340638
Ecuador;2018;2680154;Germany;Manteca, grasa y aceite de cacao;12670435
Spain;2018;4034841;Germany;Manteca, grasa y aceite de cacao;19484171
United States;2018;1683;Germany;Manteca, grasa y aceite de cacao;8621
Other;2018;282000;Germany;Manteca, grasa y aceite de cacao;1428674
France;2018;7813178;Germany;Manteca, grasa y aceite de cacao;37163997
Ghana;2018;10710603;Germany;Manteca, grasa y aceite de cacao;50951123
India;2018;2405500;Germany;Manteca, grasa y aceite de cacao;10841056
Indonesia;2018;8507927;Germany;Manteca, grasa y aceite de cacao;38127277
Italy;2018;36780;Germany;Manteca, grasa y aceite de cacao;85603
Luxembourg;2018;1021;Germany;Manteca, grasa y aceite de cacao;7021
Malaysia;2018;400000;Germany;Manteca, grasa y aceite de cacao;1611713
Mexico;2018;2920000;Germany;Manteca, grasa y aceite de cacao;12975308
Other;2018;4598957;Germany;Manteca, grasa y aceite de cacao;20958794
Netherlands;2018;87614324;Germany;Manteca, grasa y aceite de cacao;442183825
Peru;2018;3170869;Germany;Manteca, grasa y aceite de cacao;16025216
Poland;2018;2128643;Germany;Manteca, grasa y aceite de cacao;8114587
Portugal;2018;76;Germany;Manteca, grasa y aceite de cacao;436
United Kingdom;2018;117033;Germany;Manteca, grasa y aceite de cacao;842067
Czech Republic;2018;57;Germany;Manteca, grasa y aceite de cacao;1553
Other;2018;128000;Germany;Manteca, grasa y aceite de cacao;803961
Russia;2018;42000;Germany;Manteca, grasa y aceite de cacao;140985
Sweden;2018;400;Germany;Manteca, grasa y aceite de cacao;9945
Switzerland;2018;4390;Germany;Manteca, grasa y aceite de cacao;29924
Other;2018;140750;Germany;Manteca, grasa y aceite de cacao;657337
Austria;2018;1332426;Germany;Cacao en polvo;2709907
Belgium;2018;341469;Germany;Cacao en polvo;764165
Other;2018;3750;Germany;Cacao en polvo;21537
China;2018;16;Germany;Cacao en polvo;169
Colombia;2018;1008;Germany;Cacao en polvo;4102
Ivory Coast;2018;325;Germany;Cacao en polvo;1344
Denmark;2018;23657;Germany;Cacao en polvo;99113
Ecuador;2018;7124;Germany;Cacao en polvo;27256
Spain;2018;2555891;Germany;Cacao en polvo;4438679
United States;2018;5102;Germany;Cacao en polvo;20084
France;2018;3429010;Germany;Cacao en polvo;7811501
Ghana;2018;21323;Germany;Cacao en polvo;27255
Greece;2018;1935;Germany;Cacao en polvo;6872
Hungary;2018;400;Germany;Cacao en polvo;2100
Indonesia;2018;13835;Germany;Cacao en polvo;22888
Ireland;2018;2794;Germany;Cacao en polvo;10065
Israel;2018;93;Germany;Cacao en polvo;612
Italy;2018;157425;Germany;Cacao en polvo;435776
Japan;2018;85351;Germany;Cacao en polvo;1637529
Lithuania;2018;3744;Germany;Cacao en polvo;14520
Luxembourg;2018;55;Germany;Cacao en polvo;373
Malaysia;2018;527110;Germany;Cacao en polvo;981776
Netherlands;2018;40343991;Germany;Cacao en polvo;80968008
Peru;2018;14250;Germany;Cacao en polvo;73508
Poland;2018;216051;Germany;Cacao en polvo;449885
Portugal;2018;5175;Germany;Cacao en polvo;16876
United Kingdom;2018;746390;Germany;Cacao en polvo;1535991
Czech Republic;2018;57186;Germany;Cacao en polvo;188308
Romania;2018;73;Germany;Cacao en polvo;331
Sweden;2018;1521353;Germany;Cacao en polvo;3235040
Switzerland;2018;17279;Germany;Cacao en polvo;87230
Other;2018;490;Germany;Cacao en polvo;3154
Other;2018;155;Germany;Cacao en polvo;771
Turkey;2018;16074;Germany;Cacao en polvo;78551
Vietnam;2018;408;Germany;Cacao en polvo;1490
Austria;2018;174014;Germany;Otros productos con cacao;697177
Belgium;2018;102290;Germany;Otros productos con cacao;361052
China;2018;100;Germany;Otros productos con cacao;1495
Denmark;2018;2539;Germany;Otros productos con cacao;17906
Other;2018;8263;Germany;Otros productos con cacao;19661
Spain;2018;1716;Germany;Otros productos con cacao;11009
United States;2018;112;Germany;Otros productos con cacao;921
France;2018;13078;Germany;Otros productos con cacao;86658
Greece;2018;700;Germany;Otros productos con cacao;4502
India;2018;333;Germany;Otros productos con cacao;1575
Indonesia;2018;32;Germany;Otros productos con cacao;241
Ireland;2018;3;Germany;Otros productos con cacao;51
Italy;2018;105239;Germany;Otros productos con cacao;605564
Mexico;2018;9;Germany;Otros productos con cacao;53
Netherlands;2018;4566;Germany;Otros productos con cacao;26493
Poland;2018;4348;Germany;Otros productos con cacao;40816
United Kingdom;2018;31262;Germany;Otros productos con cacao;275263
Czech Republic;2018;439;Germany;Otros productos con cacao;1937
Romania;2018;1625;Germany;Otros productos con cacao;14421
Switzerland;2018;406;Germany;Otros productos con cacao;2928
Austria;2018;9476;Germany;Otros productos con cacao;58464
Belgium;2018;39566;Germany;Otros productos con cacao;148711
Brazil;2018;63;Germany;Otros productos con cacao;985
Colombia;2018;1296;Germany;Otros productos con cacao;3330
Denmark;2018;48666;Germany;Otros productos con cacao;207081
Spain;2018;42116;Germany;Otros productos con cacao;89709
United States;2018;515;Germany;Otros productos con cacao;6981
France;2018;7130;Germany;Otros productos con cacao;46950
Greece;2018;10;Germany;Otros productos con cacao;56
Hungary;2018;567965;Germany;Otros productos con cacao;987455
India;2018;69;Germany;Otros productos con cacao;259
Italy;2018;21344;Germany;Otros productos con cacao;103948
Netherlands;2018;822569;Germany;Otros productos con cacao;5458342
Poland;2018;16534;Germany;Otros productos con cacao;37259
Portugal;2018;650;Germany;Otros productos con cacao;3618
United Kingdom;2018;500;Germany;Otros productos con cacao;3536
Czech Republic;2018;20;Germany;Otros productos con cacao;125
Sweden;2018;500;Germany;Otros productos con cacao;1402
Switzerland;2018;2320;Germany;Otros productos con cacao;22743
Other;2018;617;Germany;Otros productos con cacao;1384
Turkey;2018;135;Germany;Otros productos con cacao;613
Austria;2018;945;Germany;Otros productos con cacao;5354
Belgium;2018;7940;Germany;Otros productos con cacao;25715
Brazil;2018;61;Germany;Otros productos con cacao;481
Spain;2018;3028;Germany;Otros productos con cacao;15253
United States;2018;228;Germany;Otros productos con cacao;1974
France;2018;86361;Germany;Otros productos con cacao;276697
Hungary;2018;19500;Germany;Otros productos con cacao;84585
Iceland;2018;160;Germany;Otros productos con cacao;1051
Israel;2018;71;Germany;Otros productos con cacao;578
Italy;2018;2534;Germany;Otros productos con cacao;9616
Netherlands;2018;12010;Germany;Otros productos con cacao;21423
Switzerland;2018;5046;Germany;Otros productos con cacao;12245
Turkey;2018;768;Germany;Otros productos con cacao;2814
Belgium;2018;315;Germany;Otros productos con cacao;3578
United States;2018;283;Germany;Otros productos con cacao;1104
France;2018;10;Germany;Otros productos con cacao;180
Ghana;2018;41;Germany;Otros productos con cacao;110
Indonesia;2018;67;Germany;Otros productos con cacao;414
Italy;2018;2;Germany;Otros productos con cacao;12
Netherlands;2018;845;Germany;Otros productos con cacao;2502
Poland;2018;3216;Germany;Otros productos con cacao;8399
Russia;2018;15;Germany;Otros productos con cacao;163
Switzerland;2018;327;Germany;Otros productos con cacao;2100
Argentina;2018;170;Germany;Con contenido de Manteca de cacao;1350
Austria;2018;102887;Germany;Con contenido de Manteca de cacao;265624
Belgium;2018;47716886;Germany;Con contenido de Manteca de cacao;145662671
Bulgaria;2018;96800;Germany;Con contenido de Manteca de cacao;308929
China;2018;500;Germany;Con contenido de Manteca de cacao;3783
Colombia;2018;42464;Germany;Con contenido de Manteca de cacao;334585
Denmark;2018;187728;Germany;Con contenido de Manteca de cacao;1124163
Slovakia;2018;1008;Germany;Con contenido de Manteca de cacao;7741
Spain;2018;1604;Germany;Con contenido de Manteca de cacao;20649
United States;2018;328;Germany;Con contenido de Manteca de cacao;2983
France;2018;8362593;Germany;Con contenido de Manteca de cacao;24249358
Greece;2018;351;Germany;Con contenido de Manteca de cacao;2938
Hungary;2018;27758;Germany;Con contenido de Manteca de cacao;89176
Ireland;2018;5020;Germany;Con contenido de Manteca de cacao;25198
Italy;2018;8880891;Germany;Con contenido de Manteca de cacao;26113996
Lithuania;2018;7200;Germany;Con contenido de Manteca de cacao;27360
Mexico;2018;558;Germany;Con contenido de Manteca de cacao;2696
Netherlands;2018;286982;Germany;Con contenido de Manteca de cacao;1008337
Poland;2018;6984248;Germany;Con contenido de Manteca de cacao;20911416
United Kingdom;2018;36324;Germany;Con contenido de Manteca de cacao;124822
Czech Republic;2018;106;Germany;Con contenido de Manteca de cacao;1058
Sweden;2018;100;Germany;Con contenido de Manteca de cacao;1936
Switzerland;2018;362479;Germany;Con contenido de Manteca de cacao;1511186
Turkey;2018;73;Germany;Con contenido de Manteca de cacao;603
Other;2018;6163;Germany;Con contenido de Manteca de cacao;33561
Austria;2018;6226;Germany;Con contenido de Manteca de cacao;17408
Belgium;2018;8306548;Germany;Con contenido de Manteca de cacao;21385101
Bulgaria;2018;23789;Germany;Con contenido de Manteca de cacao;83010
Colombia;2018;12000;Germany;Con contenido de Manteca de cacao;40092
Denmark;2018;385724;Germany;Con contenido de Manteca de cacao;2364431
Spain;2018;28551;Germany;Con contenido de Manteca de cacao;51014
Estonia;2018;2240;Germany;Con contenido de Manteca de cacao;11904
France;2018;510455;Germany;Con contenido de Manteca de cacao;1336689
Greece;2018;11400;Germany;Con contenido de Manteca de cacao;30805
Israel;2018;78;Germany;Con contenido de Manteca de cacao;707
Italy;2018;114556;Germany;Con contenido de Manteca de cacao;320565
Japan;2018;150;Germany;Con contenido de Manteca de cacao;335
Lithuania;2018;240;Germany;Con contenido de Manteca de cacao;648
Norway;2018;78650;Germany;Con contenido de Manteca de cacao;228075
Netherlands;2018;24337236;Germany;Con contenido de Manteca de cacao;60014720
Poland;2018;1038149;Germany;Con contenido de Manteca de cacao;2930738
United Kingdom;2018;1707213;Germany;Con contenido de Manteca de cacao;4129342
Czech Republic;2018;5191;Germany;Con contenido de Manteca de cacao;10223
Switzerland;2018;578919;Germany;Con contenido de Manteca de cacao;2923686
Turkey;2018;7375;Germany;Con contenido de Manteca de cacao;32289
Austria;2018;5931;Germany;Con contenido de Manteca de cacao;46425
Belgium;2018;1241880;Germany;Con contenido de Manteca de cacao;3011685
Denmark;2018;5664;Germany;Con contenido de Manteca de cacao;23822
Spain;2018;4403;Germany;Con contenido de Manteca de cacao;49615
France;2018;335051;Germany;Con contenido de Manteca de cacao;947518
Italy;2018;292388;Germany;Con contenido de Manteca de cacao;679336
Netherlands;2018;22920;Germany;Con contenido de Manteca de cacao;56964
Poland;2018;2;Germany;Con contenido de Manteca de cacao;63
Portugal;2018;2080;Germany;Con contenido de Manteca de cacao;5450
United Kingdom;2018;430850;Germany;Con contenido de Manteca de cacao;1051210
Sweden;2018;78650;Germany;Con contenido de Manteca de cacao;210782
Switzerland;2018;30553;Germany;Con contenido de Manteca de cacao;106478
Belgium;2018;2560;Germany;Otros productos con cacao;7444
France;2018;4402;Germany;Otros productos con cacao;19414
Greece;2018;150;Germany;Otros productos con cacao;307
India;2018;2;Germany;Otros productos con cacao;4
Netherlands;2018;3728;Germany;Otros productos con cacao;11312
Poland;2018;60;Germany;Otros productos con cacao;445
United Kingdom;2018;279400;Germany;Otros productos con cacao;761837
Switzerland;2018;123514;Germany;Otros productos con cacao;538868
Austria;2018;67058;Germany;Otros productos con cacao;143157
Belgium;2018;3765593;Germany;Otros productos con cacao;6714812
Denmark;2018;921;Germany;Otros productos con cacao;3477
Spain;2018;4636;Germany;Otros productos con cacao;8663
United States;2018;506;Germany;Otros productos con cacao;2532
France;2018;1979;Germany;Otros productos con cacao;21420
Hungary;2018;159385;Germany;Otros productos con cacao;259476
Ireland;2018;342;Germany;Otros productos con cacao;1429
Italy;2018;37595;Germany;Otros productos con cacao;71172
Netherlands;2018;1793936;Germany;Otros productos con cacao;3121775
Poland;2018;89;Germany;Otros productos con cacao;436
United Kingdom;2018;490927;Germany;Otros productos con cacao;737487
Switzerland;2018;430832;Germany;Otros productos con cacao;1537381
Turkey;2018;1262;Germany;Otros productos con cacao;2196
Australia;2018;11;Germany;Otros productos con cacao;458
Austria;2018;1718754;Germany;Otros productos con cacao;3931093
Belgium;2018;10694718;Germany;Otros productos con cacao;29407109
Bulgaria;2018;104955;Germany;Otros productos con cacao;252005
Canada;2018;402;Germany;Otros productos con cacao;1081
China;2018;533;Germany;Otros productos con cacao;11250
Other;2018;1110;Germany;Otros productos con cacao;5146
Croatia;2018;127;Germany;Otros productos con cacao;965
Denmark;2018;142181;Germany;Otros productos con cacao;630482
Slovakia;2018;25;Germany;Otros productos con cacao;40
Slovenia;2018;153;Germany;Otros productos con cacao;894
Spain;2018;93805;Germany;Otros productos con cacao;166288
United States;2018;57490;Germany;Otros productos con cacao;164565
Finland;2018;8268;Germany;Otros productos con cacao;106312
France;2018;173573;Germany;Otros productos con cacao;574638
Greece;2018;17;Germany;Otros productos con cacao;74
Hungary;2018;35860;Germany;Otros productos con cacao;101976
Ireland;2018;7339;Germany;Otros productos con cacao;61346
Israel;2018;96;Germany;Otros productos con cacao;894
Italy;2018;327215;Germany;Otros productos con cacao;1317461
New Zealand;2018;164;Germany;Otros productos con cacao;1283
Netherlands;2018;3609813;Germany;Otros productos con cacao;6943619
Poland;2018;42633;Germany;Otros productos con cacao;148922
Portugal;2018;51;Germany;Otros productos con cacao;282
United Kingdom;2018;692717;Germany;Otros productos con cacao;2388749
Czech Republic;2018;8614;Germany;Otros productos con cacao;20789
Romania;2018;920;Germany;Otros productos con cacao;9068
Russia;2018;2917;Germany;Otros productos con cacao;2342
Sweden;2018;78800;Germany;Otros productos con cacao;213008
Switzerland;2018;915565;Germany;Otros productos con cacao;3679521
Turkey;2018;17567;Germany;Otros productos con cacao;48530
Australia;2018;48;Germany;Chocolates o bombones;898
Austria;2018;14915979;Germany;Chocolates o bombones;48369381
Belgium;2018;297751;Germany;Chocolates o bombones;2077709
Other;2018;0;Germany;Chocolates o bombones;1
Brazil;2018;425;Germany;Chocolates o bombones;5781
Bulgaria;2018;1681224;Germany;Chocolates o bombones;5645745
Canada;2018;59;Germany;Chocolates o bombones;1202
Other;2018;43;Germany;Chocolates o bombones;502
China;2018;142;Germany;Chocolates o bombones;2810
Cyprus;2018;2;Germany;Chocolates o bombones;36
Colombia;2018;802;Germany;Chocolates o bombones;17415
Croatia;2018;2471011;Germany;Chocolates o bombones;21510886
Denmark;2018;822205;Germany;Chocolates o bombones;5840003
Ecuador;2018;57;Germany;Chocolates o bombones;1844
United Arab Emirates;2018;5;Germany;Chocolates o bombones;239
Slovakia;2018;9756;Germany;Chocolates o bombones;53029
Slovenia;2018;32232;Germany;Chocolates o bombones;144261
Spain;2018;7231552;Germany;Chocolates o bombones;22618504
United States;2018;46662;Germany;Chocolates o bombones;411705
Finland;2018;8860;Germany;Chocolates o bombones;77057
France;2018;1045288;Germany;Chocolates o bombones;5645129
Greece;2018;59319;Germany;Chocolates o bombones;314288
Hungary;2018;3704408;Germany;Chocolates o bombones;12387346
India;2018;125;Germany;Chocolates o bombones;806
Other;2018;102;Germany;Chocolates o bombones;749
Ireland;2018;55694;Germany;Chocolates o bombones;370931
Iceland;2018;28;Germany;Chocolates o bombones;519
