centro_operacion,regional,unidad_negocio,condicion_pago,cupo_credito,max_prestamo,min_prestamo,max_pago,total_prestamos,total_pagado,debe,promedio_prestamos,promedio_pagado,promedio_debe,dias_promedio_pago,dias_mora_promedio,max_mora,min_mora,antiguedad,corriente,de_1_30,de_30_60,de_60_90,mayor_90,saldo_final,con_saldos_a_favor,sin_saldos_a_favor,porcentaje_h_pago_a_tiempo,porcentaje_h_1_30,porcentaje_h_30_60,porcentaje_h_60_90,porcentaje_h_mayor_90,porcentaje_total_h,mora_de_1_30,mora_de_30_60,mora_de_60_90,mora_mayor_90
SIBERIA,DC,ADM,CTD,"0,00","870000,00","420000,00","870000,00","2580000,00","2160000,00","420000,00","645000,00","540000,00","105000,00",11,11,33,0,129,"0,00","0,00","420000,00","0,00","0,00","420000,00","420000,00","420000,00","40,27","19,44","40,27","0,00","0,00","100,00",0,1,0,0
PUERTO SALGAR,DC,GRN,CTD,"0,00","25399,00","25399,00","25399,00","25399,00","25399,00","0,00","25399,00","25399,00","0,00",0,0,0,0,129,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","163940,00","163940,00","163940,00","163940,00","163940,00","0,00","163940,00","163940,00","0,00",3,3,3,3,129,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
BARRANQUILLA,DN,CIL,CTD,"0,00","600000,00","224000,00","600000,00","1862148,30","1862300,00","-151,70","465537,075","465575,00","-37,925",27,27,42,3,129,"0,00","0,00","-151,70","0,00","0,00","-151,70","-151,70","0,00","0,00","46,02","53,97","0,00","0,00","100,00",0,0,0,0
ARMENIA,DS,CIL,CTD,"0,00","182180,00","354,40","182180,00","0,00","185318,60","-185318,60","0,00","30886,4333","-30886,4333",NULL,NULL,NULL,NULL,129,"0,00","-606,38","0,00","-182180,00","-2532,22","-185318,60","-185318,60","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
PUERTO SALGAR,DC,GRN,CTD,"0,00","29000,00","8000,00","29000,00","70500,00","70500,00","0,00","14100,00","14100,00","0,00",0,2,11,0,3528,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
PITALITO,DC,GRN,30D,"12000000,00","3383919,00","401372,60","2308614,01","3634098,81","3634098,81","0,00","726819,762","726819,762","0,00",12,-17,31,-30,2520,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,47","0,00","63,52","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,ADM,CTD,"0,00","1800000,00","1800000,00","1800000,00","10800000,00","9000000,00","1800000,00","1800000,00","1500000,00","300000,00",17,17,44,0,128,"0,00","1800000,00","0,00","0,00","0,00","1800000,00","1800000,00","1800000,00","60,00","0,00","40,00","0,00","0,00","100,00",1,0,0,0
GUARNE,DS,CIL,15D,"2000000,00","800268,00","46141,00","799467,73","3745506,74","2469274,25","1276232,49","468188,3425","308659,2812","159529,0612",32,16,34,-1,127,"455623,92","820608,57","0,00","0,00","0,00","820608,57","1276232,49","1276232,49","17,72","49,89","32,37","0,00","0,00","100,00",1,0,0,0
YUMBO,DS,GRN,20D,"600000,00","383054,11","45315,54","381146,47","19127471,19","19127471,19","0,00","122611,9948","122611,9948","0,00",34,14,104,-8,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,41","85,19","7,34","0,00","0,04","100,00",0,0,0,0
CHIQUINQUIRA,DC,GRN,15D,"1000000,00","1205060,40","1205060,40","0,00","656612,74","0,00","656612,74","656612,74","0,00","656612,74",NULL,NULL,NULL,NULL,127,"0,00","0,00","0,00","656612,74","0,00","656612,74","656612,74","656612,74","0,00","0,00","0,00","0,00","0,00","100,00",0,0,1,0
VILLANUEVA,DC,GRN,CTD,"0,00","15758,60","15758,60","15758,60","0,00","15758,60","-15758,60","0,00","15758,60","-15758,60",NULL,NULL,NULL,NULL,123,"0,00","0,00","0,00","0,00","-15758,60","-15758,60","-15758,60","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
VILLANUEVA,DC,GRN,15D,"1000000,00","203060,00","91711,40","91711,40","373283,20","91711,40","281571,80","124427,7333","30570,4666","93857,2666",NULL,NULL,NULL,NULL,123,"0,00","203060,00","0,00","170223,20","-91711,40","281571,80","281571,80","373283,20","0,00","0,00","0,00","0,00","0,00","100,00",1,0,1,0
VILLANUEVA,DC,GRN,15D,"1000000,00","219898,00","31215,80","31215,80","219898,00","31215,80","188682,20","109949,00","15607,90","94341,10",NULL,NULL,NULL,NULL,123,"0,00","0,00","0,00","219898,00","-31215,80","188682,20","188682,20","219898,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,1,0
VILLANUEVA,DC,GRN,CTD,"0,00","6758,60","6758,60","6458,60","0,00","6758,60","-6758,60","0,00","3379,30","-3379,30",NULL,NULL,NULL,NULL,123,"0,00","0,00","0,00","0,00","-6758,60","-6758,60","-6758,60","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
VILLANUEVA,DC,GRN,15D,"1000000,00","317086,00","16060,00","157567,20","474653,20","173627,20","301026,00","158217,7333","57875,7333","100342,00",43,28,28,28,123,"0,00","317086,00","0,00","0,00","-16060,00","301026,00","301026,00","317086,00","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
VILLANUEVA,DC,GRN,CTD,"0,00","14553,00","14553,00","14553,00","0,60","14553,00","-14552,40","0,60","14553,00","-14552,40",NULL,NULL,NULL,NULL,123,"0,00","0,00","0,00","0,00","-14552,40","-14552,40","-14552,40","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
VILLANUEVA,DC,GRN,CTD,"0,00","180254,80","15758,60","180254,80","180254,80","196013,40","-15758,60","90127,40","98006,70","-7879,30",27,10,10,10,123,"0,00","0,00","0,00","0,00","-15758,60","-15758,60","-15758,60","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
VILLANUEVA,DC,GRN,CTD,"0,00","91108,60","91108,60","91108,60","0,00","91108,60","-91108,60","0,00","91108,60","-91108,60",NULL,NULL,NULL,NULL,123,"0,00","0,00","0,00","0,00","-91108,60","-91108,60","-91108,60","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"0,00","508284,81","304400,00","508284,81","812684,81","812684,81","0,00","406342,405","406342,405","0,00",6,6,11,1,123,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SANTA ROSA DE CABAL,DS,GRN,30D,"5000000,00","1572858,00","404910,00","1145700,00","4760100,00","2640600,00","2119500,00","793350,00","440100,00","353250,00",44,13,15,12,123,"891000,00","1228500,00","0,00","0,00","0,00","1228500,00","2119500,00","2119500,00","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
YUMBO,DS,GRN,CTD,"1,00","600000,00","15007,78","600000,00","18161720,06","18161720,06","0,00","169735,7014","169735,7014","0,00",8,8,169,-2,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","30,08","55,92","12,34","0,00","1,63","100,00",0,0,0,0
MANIZALES,DS,CIL,08D,"50000000,00","52566011,19","49525,00","36306601,00","20177415928,84","20149116718,33","28299210,51","9983877,2532","9969874,675","14002,5781",4,-2,174,-10,3802,"33683894,00","-4038243,48","0,00","0,00","0,00","-4038243,48","29645650,52","33683894,00","86,09","13,89","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,CIL,CTD,"1,00","166978975,00","27700000,00","14315193,51","194678975,00","194678975,00","0,00","3139983,4677","3139983,4677","0,00",104,-772,23,-1693,3315,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","94,28","5,71","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,ADM,15D,"979400,00","141500099,33","1270000,00","8858962,00","651765960,91","596687021,41","55078939,50","1999282,0886","1830328,2865","168953,8021",463,-89,108,-796,2356,"55078939,50","0,00","0,00","0,00","0,00","0,00","55078939,50","55078939,50","57,08","36,66","5,83","0,21","0,21","100,00",0,0,0,0
YUMBO,DS,GRN,05D,"1000000,00","304748,14","45767,34","303230,47","11938558,50","11938558,50","0,00","145592,1768","145592,1768","0,00",6,1,25,-6,3614,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","57,33","42,66","0,00","0,00","0,00","100,00",0,0,0,0
CARTAGENA,DN,CIL,30D,"28000000,00","6095376,40","2394795,00","5619724,65","9417818,00","9417818,00","0,00","2354454,50","2354454,50","0,00",90,75,267,-5,4333,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59,67","32,90","0,00","0,00","7,42","100,00",0,0,0,0
CUCUTA,DN,GRN,CTD,"0,00","584905,30","380,28","299900,00","1007237,74","1019017,68","-11779,94","55957,6522","56612,0933","-654,4411",87,87,233,0,4144,"0,00","-3150,22","0,00","-1600,10","-7029,62","-11779,94","-11779,94","0,00","0,12","89,36","9,99","0,00","0,52","100,00",0,0,0,0
CARTAGENA,DN,GRN,CTD,"0,00","624038,34","371000,00","624038,34","995038,34","995038,34","0,00","497519,17","497519,17","0,00",68,68,133,4,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","62,71","0,00","0,00","37,28","100,00",0,0,0,0
YUMBO,DS,GRN,30D,"73200000,00","31772819,62","5324,00","25950928,08","369343157,05","366780962,50","2562194,55","1459854,3756","1449727,1245","10127,2511",40,13,363,-31,4409,"1254244,50","1310887,80","0,00","0,00","-2937,75","1307950,05","2562194,55","2565132,30","17,88","58,35","23,52","0,22","0,01","100,00",1,0,0,0
YUMBO,DS,GRN,30D,"2400000,00","8804697,00","69772,03","2634542,82","106750909,61","103898065,31","2852844,30","654913,5558","637411,4436","17502,1122",42,12,347,-25,4409,"2197400,40","655443,90","0,00","0,00","0,00","655443,90","2852844,30","2852844,30","4,47","89,46","2,94","2,26","0,84","100,00",1,0,0,0
YUMBO,DS,GRN,30D,"9800000,00","8374314,00","194739,05","3051617,33","232169078,60","230421228,20","1747850,40","1275654,278","1266050,7043","9603,5736",44,13,377,-26,3556,"0,00","1747850,40","0,00","0,00","0,00","1747850,40","1747850,40","1747850,40","3,61","91,21","3,28","1,08","0,79","100,00",1,0,0,0
SIBERIA,DC,GRN,CTD,"0,00","5887317,00","5887317,00","0,32","0,32","0,32","0,00","0,32","0,32","0,00",176,176,176,176,717,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"22600000,00","6275579,81","46500,00","6275579,81","486058355,22","478077027,44","7981327,78","920565,0667","905448,9156","15116,151",51,21,275,-30,2684,"0,00","1303867,00","0,00","0,00","6677460,78","7981327,78","7981327,78","7981327,78","4,35","72,31","11,63","8,37","3,31","100,00",1,0,0,1
SIBERIA,DC,GRN,20D,"5000000,00","5987824,50","5987824,50","0,00","2461025,00","0,00","2461025,00","2461025,00","0,00","2461025,00",NULL,NULL,NULL,NULL,119,"0,00","0,00","0,00","2461025,00","0,00","2461025,00","2461025,00","2461025,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,1,0
SIBERIA,DC,CIL,30D,"1,00","1495983,51","1495983,51","0,00","1495983,51","0,00","1495983,51","1495983,51","0,00","1495983,51",NULL,NULL,NULL,NULL,93,"0,00","0,00","1495983,51","0,00","0,00","1495983,51","1495983,51","1495983,51","0,00","0,00","0,00","0,00","0,00","100,00",0,1,0,0
SIBERIA,DC,GRN,15D,"1500000,00","1436004,90","901142,70","0,00","1159887,02","0,00","1159887,02","579943,51","0,00","579943,51",NULL,NULL,NULL,NULL,119,"461277,00","0,00","0,00","0,00","698610,02","698610,02","1159887,02","1159887,02","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,1
SIBERIA,DC,ADM,30D,"1,00","1182248,34","1182248,34","1182248,34","1182248,34","1182248,34","0,00","1182248,34","1182248,34","0,00",68,38,38,38,93,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,05D,"2000000,00","713423,70","262000,00","643197,60","2907767,40","2911551,40","-3784,00","323085,2666","323505,7111","-420,4444",9,4,10,-1,119,"0,00","0,00","0,00","0,00","-3784,00","-3784,00","-3784,00","0,00","19,40","80,59","0,00","0,00","0,00","100,00",0,0,0,0
MANIZALES,DS,CIL,CTD,"0,00","84414,00","84414,00","84414,00","84414,00","84414,00","0,00","84414,00","84414,00","0,00",5,-25,-25,-25,118,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
VALLEDUPAR,DN,GRN,15D,"5000000,00","9229746,00","5971899,60","5676390,00","18049044,00","18049044,00","0,00","4512261,00","4512261,00","0,00",14,1,11,-7,115,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","43,42","56,57","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,05D,"5000000,00","4187183,70","10000,00","2296477,50","10550840,00","9339890,00","1210950,00","390771,8518","345921,8518","44850,00",2,8,27,-1,115,"1210950,00","0,00","0,00","0,00","0,00","0,00","1210950,00","1210950,00","29,02","70,97","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,30D,"9100000,00","7765452,00","178164,00","1908000,00","9484200,00","4068000,00","5416200,00","677442,8571","290571,4285","386871,4285",37,6,17,-16,115,"4176000,00","1240200,00","0,00","0,00","0,00","1240200,00","5416200,00","5416200,00","9,95","90,04","0,00","0,00","0,00","100,00",1,0,0,0
BELLO,DS,GRN,05D,"500000,00","375825,00","75165,00","318750,00","2649000,00","1860000,00","789000,00","126142,8571","88571,4285","37571,4285",15,10,24,0,115,"135000,00","654000,00","0,00","0,00","0,00","654000,00","789000,00","789000,00","6,93","93,06","0,00","0,00","0,00","100,00",1,0,0,0
CUCUTA,DN,GRN,30D,"0,00","2016358,21","6500,00","1990809,20","28599379,58","28599379,58","0,00","1021406,4135","1021406,4135","0,00",44,20,301,-15,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","72,32","13,29","1,78","1,78","10,81","100,00",0,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","2000000,00","1000000,00","2000000,00","14000000,00","13000000,00","1000000,00","1400000,00","1300000,00","100000,00",13,13,42,0,109,"0,00","1000000,00","0,00","0,00","0,00","1000000,00","1000000,00","1000000,00","46,15","15,38","38,46","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","1500000,00","202700,00","2000000,00","8036700,00","8036700,00","0,00","1148100,00","1148100,00","0,00",18,18,36,0,109,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,44","56,44","31,10","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","1500000,00","1000000,00","1500000,00","9000000,00","7546200,00","1453800,00","1125000,00","943275,00","181725,00",16,16,50,0,109,"0,00","1388000,00","65800,00","0,00","0,00","1453800,00","1453800,00","1453800,00","53,84","15,38","30,76","0,00","0,00","100,00",1,1,0,0
SANTA ROSA DE CABAL,DS,ADM,CTD,"0,00","1800000,00","13000,00","1800000,00","7132948,50","5580650,00","1552298,50","648449,8636","507331,8181","141118,0454",7,7,20,0,108,"0,00","0,00","1606818,50","-54520,00","0,00","1552298,50","1552298,50","1606818,50","65,86","34,13","0,00","0,00","0,00","100,00",0,1,0,0
YUMBO,DS,CIL,CTD,"0,00","1768000,00","155180,00","1768000,00","2366790,00","2521970,00","-155180,00","788930,00","840656,6666","-51726,6666",1,1,1,1,108,"0,00","-155180,00","0,00","0,00","0,00","-155180,00","-155180,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
GUARNE,DS,GRN,30D,"4000000,00","910980,00","220234,40","0,00","2832614,00","0,00","2832614,00","314734,8888","0,00","314734,8888",NULL,NULL,NULL,NULL,108,"677716,80","2154897,20","0,00","0,00","0,00","2154897,20","2832614,00","2832614,00","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
YUMBO,DS,CIL,CTD,"0,00","36800,00","36800,00","36800,00","36800,00","36800,00","0,00","36800,00","36800,00","0,00",0,19,19,19,56,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","419624,00","400000,00","400000,00","1219624,00","800000,00","419624,00","406541,3333","266666,6666","139874,6666",38,38,77,0,107,"0,00","419624,00","0,00","0,00","0,00","419624,00","419624,00","419624,00","50,00","0,00","0,00","50,00","0,00","100,00",1,0,0,0
VILLANUEVA,DC,GRN,30D,"3000000,00","5098202,50","3678957,00","4146058,00","6837683,00","7825015,00","-987332,00","2279227,6666","2608338,3333","-329110,6666",42,42,42,42,107,"0,00","-3678957,00","0,00","2691625,00","0,00","-987332,00","-987332,00","2691625,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,1,0
SIBERIA,DC,ADM,30D,"10,00","8292116,35","8292116,35","4146058,00","8292116,35","4146058,00","4146058,35","8292116,35","4146058,00","4146058,35",NULL,NULL,NULL,NULL,72,"0,00","4146058,35","0,00","0,00","0,00","4146058,35","4146058,35","4146058,35","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
PITALITO,DC,GRN,15D,"1000000,00","1207405,50","514808,10","629205,50","899573,60","629205,50","270368,10","449786,80","314602,75","135184,05",36,21,21,21,106,"0,00","270368,10","0,00","0,00","0,00","270368,10","270368,10","270368,10","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,CIL,CTD,"0,00","100517,00","100517,00","100517,00","100517,00","100517,00","0,00","100517,00","100517,00","0,00",55,55,55,55,106,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,0,0
CHIQUINQUIRA,DC,GRN,30D,"4000000,00","1296304,80","514685,60","549640,02","2481025,96","1068891,32","1412134,64","310128,245","133611,415","176516,83",44,13,31,-9,106,"799320,44","326401,03","286413,17","0,00","0,00","612814,20","1412134,64","1412134,64","26,12","22,45","51,42","0,00","0,00","100,00",1,1,0,0
CAUCASIA,DN,ADM,CTD,"0,00","350000,00","80000,00","350000,00","1740000,00","1488000,00","252000,00","217500,00","186000,00","31500,00",11,11,30,0,106,"0,00","332000,00","0,00","0,00","-80000,00","252000,00","252000,00","332000,00","62,58","37,41","0,00","0,00","0,00","100,00",1,0,0,0
PITALITO,DC,GRN,15D,"1500000,00","1269383,70","310771,90","661503,70","1425533,60","661503,70","764029,90","285106,72","132300,74","152805,98",39,24,24,24,105,"330449,90","433580,00","0,00","0,00","0,00","433580,00","764029,90","764029,90","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
MANIZALES,DS,CIL,CTD,"1,00","1166000,00","1166000,00","128475,00","128475,00","128475,00","0,00","128475,00","128475,00","0,00",42,42,42,42,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,ADM,30D,"1,00","4292049,16","4292049,16","0,00","4292049,16","0,00","4292049,16","4292049,16","0,00","4292049,16",NULL,NULL,NULL,NULL,93,"0,00","0,00","4292049,16","0,00","0,00","4292049,16","4292049,16","4292049,16","0,00","0,00","0,00","0,00","0,00","100,00",0,1,0,0
YUMBO,DS,CIL,CTD,"0,00","83100,00","83100,00","83100,00","83064,00","83100,00","-36,00","83064,00","83100,00","-36,00",NULL,NULL,NULL,NULL,100,"0,00","-36,00","0,00","0,00","0,00","-36,00","-36,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
ARMENIA,DS,CIL,CTD,"0,00","500,00","500,00","500,00","0,00","500,00","-500,00","0,00","500,00","-500,00",NULL,NULL,NULL,NULL,100,"0,00","0,00","0,00","-500,00","0,00","-500,00","-500,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,ADM,CTD,"0,00","2000000,00","211200,00","2000000,00","12019620,29","10019620,29","2000000,00","1717088,6128","1431374,3271","285714,2857",9,9,25,0,98,"0,00","2000000,00","0,00","0,00","0,00","2000000,00","2000000,00","2000000,00","59,88","40,11","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","1500000,00","510500,00","1500000,00","12000000,00","10887500,00","1112500,00","1333333,3333","1209722,2222","123611,1111",15,15,43,0,98,"0,00","1112500,00","0,00","0,00","0,00","1112500,00","1112500,00","1112500,00","57,14","14,28","28,57","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","2000000,00","236000,00","2000000,00","9000000,00","7780000,00","1220000,00","1125000,00","972500,00","152500,00",17,17,49,0,98,"0,00","1373000,00","-153000,00","0,00","0,00","1220000,00","1220000,00","1373000,00","60,00","0,00","40,00","0,00","0,00","100,00",1,0,0,0
BARRANQUILLA,DN,CIL,30D,"1600000,00","1981762,20","167752,00","1856191,95","84870661,77","82076538,69","2794123,08","840303,5818","812638,9969","27664,5849",37,7,35,-25,3207,"0,00","2794123,08","0,00","0,00","0,00","2794123,08","2794123,08","2794123,08","15,42","80,07","4,50","0,00","0,00","100,00",1,0,0,0
VILLANUEVA,DC,ADM,CTD,"0,00","2000000,00","700000,00","2000000,00","17400000,00","15471900,00","1928100,00","1450000,00","1289325,00","160675,00",11,11,33,0,98,"0,00","1928100,00","0,00","0,00","0,00","1928100,00","1928100,00","1928100,00","37,01","43,50","19,48","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,GRN,20D,"2500000,00","1253366,10","893651,20","0,00","1174316,98","0,00","1174316,98","587158,49","0,00","587158,49",NULL,NULL,NULL,NULL,98,"487232,00","0,00","0,00","687084,98","0,00","687084,98","1174316,98","1174316,98","0,00","0,00","0,00","0,00","0,00","100,00",0,0,1,0
SIBERIA,DC,ADM,30D,"1,00","1209376,77","1209376,77","0,00","1209376,77","0,00","1209376,77","1209376,77","0,00","1209376,77",NULL,NULL,NULL,NULL,93,"0,00","0,00","1209376,77","0,00","0,00","1209376,77","1209376,77","1209376,77","0,00","0,00","0,00","0,00","0,00","100,00",0,1,0,0
SIBERIA,DC,GRN,10D,"1000000,00","1057889,70","1057889,70","0,00","537642,00","0,00","537642,00","537642,00","0,00","537642,00",NULL,NULL,NULL,NULL,98,"0,00","0,00","537642,00","0,00","0,00","537642,00","537642,00","537642,00","0,00","0,00","0,00","0,00","0,00","100,00",0,1,0,0
YUMBO,DS,GRN,05D,"3000000,00","1656665,10","1612177,50","988995,60","1938435,60","1938435,60","0,00","969217,80","969217,80","0,00",14,9,11,8,98,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
CARTAGENA,DN,GRN,CTD,"1,00","855900,00","300000,00","855900,00","1555900,00","1555900,00","0,00","518633,3333","518633,3333","0,00",17,17,24,6,98,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,05D,"0,00","3210620,92","827151,93","3194631,77","23499174,79","23499174,79","0,00","2349917,479","2349917,479","0,00",10,7,19,0,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,07","87,92","0,00","0,00","0,00","100,00",0,0,0,0
CUCUTA,DN,ADM,CTD,"0,00","1200000,00","800000,00","1200000,00","6400000,00","6392600,00","7400,00","1066666,6666","1065433,3333","1233,3333",9,9,28,0,95,"0,00","0,00","7400,00","0,00","0,00","7400,00","7400,00","7400,00","61,53","38,46","0,00","0,00","0,00","100,00",0,1,0,0
CARTAGENA,DN,CIL,CTD,"0,00","210500,00","210500,00","210500,00","201330,00","210500,00","-9170,00","201330,00","210500,00","-9170,00",NULL,NULL,NULL,NULL,94,"-9170,00","0,00","0,00","0,00","0,00","0,00","-9170,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","90000,00","88380,00","90000,00","446130,00","446710,00","-580,00","89226,00","89342,00","-116,00",1,1,2,1,94,"0,00","0,00","-580,00","0,00","0,00","-580,00","-580,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
CHIQUINQUIRA,DC,GRN,15D,"2000000,00","2615263,60","2615263,60","0,00","1085790,04","0,00","1085790,04","1085790,04","0,00","1085790,04",NULL,NULL,NULL,NULL,93,"0,00","0,00","0,00","1085790,04","0,00","1085790,04","1085790,04","1085790,04","0,00","0,00","0,00","0,00","0,00","100,00",0,0,1,0
YUMBO,DS,GRN,45D,"25500000,00","9946488,00","51294,66","9946488,00","601078180,67","588387199,36","12690981,31","948072,8401","928055,5194","20017,3206",53,8,201,-44,3185,"10208506,27","2482475,04","0,00","0,00","0,00","2482475,04","12690981,31","12690981,31","16,03","77,63","4,48","1,56","0,27","100,00",1,0,0,0
YUMBO,DS,ADM,45D,"1,00","1159238,50","1159238,50","1159238,50","1159238,50","1159238,50","0,00","1159238,50","1159238,50","0,00",54,9,9,9,149,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
CUCUTA,DN,GRN,05D,"3000000,00","441903,00","343,46","301917,00","3167282,02","2643991,78","523290,24","243637,0784","203383,983","40253,0953",11,6,19,1,88,"249842,90","273447,34","0,00","0,00","0,00","273447,34","523290,24","523290,24","0,00","100,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,GRN,30D,"1000000,00","1229533,20","1229533,20","0,00","709028,81","0,00","709028,81","709028,81","0,00","709028,81",NULL,NULL,NULL,NULL,88,"0,00","0,00","709028,81","0,00","0,00","709028,81","709028,81","709028,81","0,00","0,00","0,00","0,00","0,00","100,00",0,1,0,0
SIBERIA,DC,ADM,30D,"1,00","3895888,64","3895888,64","0,00","3895888,64","0,00","3895888,64","3895888,64","0,00","3895888,64",NULL,NULL,NULL,NULL,78,"0,00","3895888,64","0,00","0,00","0,00","3895888,64","3895888,64","3895888,64","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
PITALITO,DC,GRN,CTD,"0,00","19152,00","19152,00","19152,00","0,00","19152,00","-19152,00","0,00","19152,00","-19152,00",NULL,NULL,NULL,NULL,88,"0,00","0,00","-19152,00","0,00","0,00","-19152,00","-19152,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
CHIQUINQUIRA,DC,GRN,30D,"1600000,00","1049495,40","1000306,40","792072,00","1549034,00","792072,00","756962,00","774517,00","396036,00","378481,00",39,8,8,8,88,"756962,00","0,00","0,00","0,00","0,00","0,00","756962,00","756962,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
ARMENIA,DS,ADM,CTD,"0,00","1000000,00","34300,00","1000000,00","2232450,00","2155225,00","77225,00","279056,25","269403,125","9653,125",5,5,22,0,86,"0,00","42925,00","34300,00","0,00","0,00","77225,00","77225,00","77225,00","51,79","48,20","0,00","0,00","0,00","100,00",1,1,0,0
BELLO,DS,GRN,05D,"4000000,00","4287912,70","4287912,70","0,00","3251660,00","0,00","3251660,00","3251660,00","0,00","3251660,00",NULL,NULL,NULL,NULL,85,"0,00","3251660,00","0,00","0,00","0,00","3251660,00","3251660,00","3251660,00","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
